alpha,cl
-30.0,-0.9764197700936106
-29.0,-0.9496908449360557
-28.0,-0.6503880416965472
-27.0,-0.6327738647341457
-26.0,-0.6175234799084044
-25.0,-0.5965611076203211
-23.0,-0.5586605409025152
-19.0,-1.0614090194837753
-18.0,-1.1140167859735062
-17.0,-1.138044562848929
-16.0,-1.1449516356782643
-15.0,-1.1347082174963727
-14.0,-1.1078225180898287
-13.0,-1.091023437811869
-12.0,-1.0519906315305847
-11.0,-1.0110619460265666
-10.0,-0.9741738573611567
-9.0,-0.9190902292954385
-8.0,-0.7933503311346098
-7.0,-0.6494959957202388
-6.0,-0.5697641357184736
-5.0,-0.5002287630714498
-4.0,-0.4247709773986614
-3.0,-0.3217763560149029
-2.0,-0.21655016884539957
-1.0,-0.10895980217383433
0.0,-5.162884009202173e-14
1.0,0.10895987160772995
2.0,0.21655047985376713
3.0,0.32177722130270087
4.0,0.42477281708457704
5.0,0.5002348423396898
6.0,0.5697823778027941
7.0,0.6495394126854733
8.0,0.7934804043558854
9.0,0.9193164042036444
10.0,0.974395100403458
11.0,1.0114852075814118
12.0,1.052678835025819
13.0,1.0920023462169808
14.0,1.1092134021230067
15.0,1.1364025899725978
16.0,1.14695381401756
17.0,1.1404109990265667
18.0,1.1167608598997922
19.0,1.0642685722363456
23.0,0.5577817399740678
25.0,0.595576671605948
26.0,0.6164668836041214
27.0,0.6316668914691046
28.0,0.6492078935601797
30.0,0.679591077619938
