alpha,cl
-30.0,-0.9785733147918527
-29.0,-0.951957931720488
-27.0,-0.8964458275782191
-26.0,-0.8672120932162732
-25.0,-0.8404647701365017
-24.0,-0.8094570965594563
-22.0,-0.7535815954784623
-20.0,-1.020410025744035
-19.0,-1.104876622352588
-18.0,-1.1715792136192427
-17.0,-1.1907778030851293
-16.0,-1.1869569879737243
-15.0,-1.1709112836492128
-14.0,-1.143981647876319
-13.0,-1.1054051489020429
-12.0,-1.0722204068792984
-11.0,-1.0399407414151387
-10.0,-1.010681237703948
-9.0,-0.9152289117141974
-8.0,-0.7782385732183508
-7.0,-0.653098034751984
-6.0,-0.5739265436418061
-5.0,-0.4979763267994688
-4.0,-0.4260251103987532
-3.0,-0.3230805813158697
-2.0,-0.2169198095921159
-1.0,-0.10924953775672828
0.0,-5.1820093355248176e-14
1.0,0.10924960227906219
2.0,0.21692009993601738
3.0,0.32308135248775716
4.0,0.42602685846699084
5.0,0.4979825607350319
6.0,0.5739434611759061
7.0,0.6531352541927656
8.0,0.7783499163629101
9.0,0.9154320690641486
10.0,1.0108627424925902
11.0,1.0403041574178498
12.0,1.0727697660551843
13.0,1.1064199030427513
14.0,1.1453040209974104
15.0,1.1726009834325748
16.0,1.1890080702243218
17.0,1.1931739977903024
18.0,1.1737046548426044
19.0,1.1057845609280164
20.0,1.0232264443715404
22.0,0.5403445876700526
25.0,0.6006408163057342
26.0,0.6157162688838195
27.0,0.6345342893347116
30.0,0.6821279734654699
