alpha,cl
-28.0,-0.9340614543076264
-27.0,-0.9085037933630625
-26.0,-0.8796628523141068
-24.0,-1.0514703252654307
-23.0,-1.1779301699550349
-22.0,-1.3131233516324003
-21.0,-1.3840922628676375
-20.0,-1.4150754273900494
-19.0,-1.4244061380566697
-18.0,-1.4168218120456746
-17.0,-1.39451220892986
-16.0,-1.3592433599378406
-15.0,-1.3424749172795276
-14.0,-1.2974474956760749
-13.0,-1.2445163922342704
-12.0,-1.1920856149398256
-11.0,-1.1287590708129274
-10.0,-1.0163049959591215
-9.0,-0.844815324219085
-8.0,-0.7750503254933366
-7.0,-0.6882854006191647
-6.0,-0.5949736951345224
-5.0,-0.5000539051390225
-4.0,-0.4098333426657664
-3.0,-0.32594895696559556
-2.0,-0.21949951977721308
-1.0,-0.11037529604665325
0.0,-5.952812028031662e-14
1.0,0.11037531831840805
2.0,0.21949963125468755
3.0,0.3259492731354348
4.0,0.40983482476125455
5.0,0.50005855395548
6.0,0.5949831284170346
7.0,0.688302694502998
8.0,0.7750833820390554
9.0,0.8449252353890094
10.0,1.0164960854718295
11.0,1.1291338142122223
12.0,1.1924380809469728
13.0,1.245163510807709
14.0,1.2984135876457068
15.0,1.3437375253277877
16.0,1.3611557634937577
17.0,1.3968646465639787
18.0,1.4195230308523705
19.0,1.4275942470903495
20.0,1.4188282064911917
21.0,1.3887095884104115
22.0,1.3180953244218554
23.0,1.1818361045047556
24.0,1.053898266269964
26.0,0.8821799700728018
27.0,0.9111728000720095
30.0,0.6904562651241024
