alpha,cl
-29.0,-0.9603826891901865
-25.0,-0.8576444628521155
-24.0,-1.01906009780723
-23.0,-1.1349079776244348
-22.0,-1.2641976111346787
-21.0,-1.3478109300033703
-20.0,-1.386633058603477
-19.0,-1.4008764741317459
-18.0,-1.3956866995680681
-17.0,-1.3753573692013645
-16.0,-1.364171952430316
-15.0,-1.3357275925581185
-14.0,-1.289034451993648
-13.0,-1.2367986180349841
-12.0,-1.1840218573467638
-11.0,-1.1298438170273133
-10.0,-1.0197046212223233
-9.0,-0.8411919845118799
-8.0,-0.7718527589011405
-7.0,-0.6865851937366608
-6.0,-0.5940069997220311
-4.0,-0.4106058794912944
-3.0,-0.32616461445631567
-2.0,-0.21935993167110662
-1.0,-0.11005509639127659
0.0,-6.33291162566163e-14
1.0,0.11005512239048106
3.0,0.32616495300760806
4.0,0.41060732868432087
5.0,0.49941206375646124
6.0,0.5940166356407992
7.0,0.6866035887555647
8.0,0.7718882101675394
9.0,0.8413082852834908
10.0,1.0199086788056964
11.0,1.1302296620591652
12.0,1.1843975847731545
13.0,1.2374678110096504
14.0,1.2900147072751935
15.0,1.3370410542964977
16.0,1.3656453758731908
17.0,1.377752946814421
18.0,1.3984583820553056
19.0,1.4041338944169173
20.0,1.3903673169358106
21.0,1.3521038435789012
22.0,1.2693948846465624
23.0,1.138392283583643
24.0,1.021201988023942
29.0,0.963342751499221
