alpha,cd
-30.0,0.34084952086407316
-29.0,0.3322448459550668
-27.0,0.2828332605513828
-26.0,0.27104786241562673
-22.0,0.15317269463715155
-21.0,0.11923605846605441
-20.0,0.0883803925093596
-19.0,0.06553002962358784
-18.0,0.05068336670167147
-17.0,0.04078835625128879
-16.0,0.03366570559460215
-15.0,0.027833764364320966
-14.0,0.02323585775276702
-13.0,0.019764243497040795
-12.0,0.01677969156627068
-11.0,0.014702276633387435
-10.0,0.013083902972010153
-9.0,0.011367465131864755
-8.0,0.010229146563819453
-7.0,0.009556043535015402
-6.0,0.008828224494238432
-5.0,0.00794452633980174
-4.0,0.006360240399582009
-3.0,0.005316693973061488
-2.0,0.0051146814777100315
-1.0,0.004993517791947019
0.0,0.004968809094626801
1.0,0.0049935107115548945
2.0,0.005114666527739356
3.0,0.005316670260512149
4.0,0.006360216021200346
5.0,0.007944462575769714
6.0,0.008828115562954786
7.0,0.009555877434475337
8.0,0.010228855071216741
9.0,0.011367219624268402
10.0,0.013083422159339273
11.0,0.014700270907388157
12.0,0.01677685130858346
13.0,0.019752495083013775
14.0,0.023215013954158308
15.0,0.02779894861590586
16.0,0.03360869344802872
17.0,0.04071230126966074
18.0,0.050601013385913
19.0,0.06549372931326304
20.0,0.08851155069310142
21.0,0.11961123998376294
22.0,0.1532445565757655
26.0,0.27042064327528736
27.0,0.28214718515008314
29.0,0.33557751517430395
30.0,0.34461918488939186
