alpha,cd
-28.0,0.31750019612116576
-27.0,0.30461276412935173
-26.0,0.2945493189471738
-24.0,0.1895409961502985
-23.0,0.14661630046478916
-22.0,0.10758167679993332
-21.0,0.0826363602922622
-20.0,0.06560797631694923
-19.0,0.05272594987102116
-18.0,0.04284504548999242
-17.0,0.035350867425203505
-16.0,0.029665457963039578
-15.0,0.023136690688760862
-14.0,0.01937769768457908
-13.0,0.016727828301953112
-12.0,0.014831220395159097
-11.0,0.013375627920528268
-10.0,0.011738442848741851
-9.0,0.010270854481888336
-8.0,0.009675742921732775
-7.0,0.008985242669380092
-6.0,0.008333364212495867
-5.0,0.0076299111657769205
-4.0,0.006563794951824581
-3.0,0.0050710302644196925
-2.0,0.004793210389153282
-1.0,0.0046409198562649325
0.0,0.004594874105314019
1.0,0.004640913487449665
2.0,0.004793197046499698
3.0,0.005071008047076068
4.0,0.006563764586327412
5.0,0.007629841959754019
6.0,0.008333247091067801
7.0,0.008985074453494944
8.0,0.009675467520503116
9.0,0.010270805885474603
10.0,0.01173804618093961
11.0,0.013375200218015056
12.0,0.014827799370622
13.0,0.016720809530195793
14.0,0.019363598348755298
15.0,0.023114591302321505
16.0,0.029611950297679032
17.0,0.03527268366954627
18.0,0.042746577535007185
19.0,0.05258876995870211
20.0,0.06541873761700427
21.0,0.08233838970946629
22.0,0.10724268334615647
23.0,0.14653778205791604
24.0,0.18995793247160572
26.0,0.29652221204454393
27.0,0.3068702815030854
30.0,0.32827424164017016
