alpha,xsep
-30.0,1.0
-29.0,1.0
-28.0,1.0
-27.0,1.0
-25.0,1.0
-23.0,1.0
-21.0,1.0
-20.0,1.0
-19.0,1.0
-18.0,1.0
-17.0,1.0
-16.0,1.0
-15.0,1.0
-14.0,1.0
-13.0,0.9940340577601507
-12.0,0.9940340577601507
-11.0,0.9940340577601507
-10.0,0.9940340577601507
-9.0,0.9940340577601507
-8.0,0.9940340577601507
-7.0,0.9940340577601507
-6.0,0.9729070630031422
-5.0,0.8647460789570158
-4.0,1.0
-3.0,1.0
-2.0,1.0
-1.0,1.0
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,0.9456071479871537
14.0,0.8973373310340239
15.0,0.8647460789570158
16.0,0.8152674707140016
17.0,0.7492553503377619
18.0,0.6678422181010019
19.0,0.5397527237307274
20.0,0.0023272723137805957
21.0,0.0023272723137805957
22.0,0.0013895315362872861
23.0,0.0013895315362872861
25.0,0.000705969547724709
27.0,0.000705969547724709
28.0,0.0002555230974193557
29.0,0.0002555230974193557
30.0,0.0002555230974193557
