alpha,xsep
-30.0,0.9940340577601507
-29.0,0.9940340577601507
-27.0,0.9940340577601507
-26.0,1.0
-22.0,1.0
-21.0,0.9940340577601507
-20.0,1.0
-19.0,0.9940340577601507
-18.0,0.9940340577601507
-17.0,0.9940340577601507
-16.0,0.9940340577601507
-15.0,0.9940340577601507
-14.0,0.9940340577601507
-13.0,0.9940340577601507
-12.0,0.9940340577601507
-11.0,0.9940340577601507
-10.0,0.9940340577601507
-9.0,0.9940340577601507
-8.0,0.9940340577601507
-7.0,0.9841477056361863
-6.0,0.9729070630031422
-5.0,1.0
-4.0,1.0
-3.0,1.0
-2.0,1.0
-1.0,1.0
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,1.0
14.0,1.0
15.0,1.0
16.0,0.9600770588612567
17.0,0.8973373310340239
18.0,0.8152674707140016
19.0,0.7492553503377619
20.0,0.6839945293903026
21.0,0.6356423252188991
22.0,0.5556698504651156
26.0,0.4765777054399686
27.0,0.3838509431602962
29.0,0.24381969714401203
30.0,0.15217490473994097
