alpha,xsep
-29.0,0.9940340577601507
-28.0,0.9940340577601507
-25.0,0.9940340577601507
-23.0,0.9940340577601507
-22.0,1.0
-21.0,0.9940340577601507
-20.0,0.9940340577601507
-19.0,0.9940340577601507
-18.0,0.9940340577601507
-17.0,0.9940340577601507
-16.0,0.9940340577601507
-15.0,0.9940340577601507
-14.0,0.9940340577601507
-13.0,0.9940340577601507
-12.0,0.9940340577601507
-11.0,0.9940340577601507
-9.0,0.9940340577601507
-8.0,0.9940340577601507
-7.0,0.9940340577601507
-6.0,0.9729070630031422
-5.0,0.9940340577601507
-4.0,1.0
-3.0,1.0
-2.0,1.0
-1.0,1.0
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
11.0,1.0
12.0,1.0
13.0,1.0
14.0,1.0
15.0,1.0
16.0,1.0
17.0,1.0
18.0,0.9729070630031422
19.0,0.9136297808963585
20.0,0.8483068107560272
21.0,0.7822465579689318
22.0,0.7164640349295976
23.0,0.6517255189393961
25.0,0.5716190943361755
26.0,0.5080654115498184
29.0,0.42982435565317584
30.0,0.3374453249874716
