alpha,xsep
-29.0,0.9940340577601507
-28.0,1.0
-27.0,1.0
-26.0,1.0
-24.0,0.9940340577601507
-23.0,1.0
-22.0,1.0
-20.0,1.0
-19.0,1.0
-18.0,1.0
-17.0,1.0
-16.0,1.0
-15.0,1.0
-14.0,0.9940340577601507
-13.0,0.9940340577601507
-12.0,0.9940340577601507
-11.0,0.9940340577601507
-10.0,0.9940340577601507
-9.0,0.9940340577601507
-8.0,0.9940340577601507
-7.0,0.9940340577601507
-6.0,0.9600770588612567
-5.0,0.8973373310340239
-4.0,1.0
-3.0,1.0
-2.0,1.0
-1.0,1.0
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,0.9600770588612567
14.0,0.8973373310340239
15.0,0.8483068107560272
16.0,0.7987526573775754
17.0,0.7492553503377619
19.0,0.6678422181010019
20.0,0.5716190943361755
21.0,0.4453117161187961
22.0,0.0023272723137805957
23.0,0.0013895315362872861
24.0,0.0013895315362872861
26.0,0.000705969547724709
27.0,0.000705969547724709
28.0,0.0002555230974193557
29.0,0.0002555230974193557
