alpha,xsep
-30.0,1.0
-29.0,1.0
-27.0,1.0
-26.0,1.0
-25.0,1.0
-24.0,1.0
-23.0,1.0
-22.0,1.0
-21.0,1.0
-20.0,1.0
-18.0,1.0
-17.0,0.9940340577601507
-16.0,0.9940340577601507
-15.0,0.9940340577601507
-14.0,0.9940340577601507
-13.0,0.9940340577601507
-12.0,0.9940340577601507
-11.0,0.9940340577601507
-10.0,0.9940340577601507
-9.0,0.9940340577601507
-8.0,0.9940340577601507
-7.0,0.9298907618967442
-6.0,0.9940340577601507
-5.0,1.0
-4.0,1.0
-3.0,1.0
-2.0,1.0
-1.0,1.0
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,0.9940340577601507
13.0,0.9136297808963585
14.0,0.8483068107560272
15.0,0.7822465579689318
16.0,0.7164640349295976
17.0,0.6678422181010019
18.0,0.6035790172840872
20.0,0.5238822635876061
21.0,0.4144502150445048
23.0,0.2129094613744568
24.0,0.0013895315362872861
25.0,0.0013895315362872861
26.0,0.0013895315362872861
27.0,0.000705969547724709
29.0,0.0002555230974193557
30.0,0.0002555230974193557
