alpha,xsep
-30.0,0.9940340577601507
-29.0,0.9940340577601507
-28.0,0.9940340577601507
-27.0,0.9940340577601507
-25.0,1.0
-24.0,0.9940340577601507
-23.0,0.9940340577601507
-22.0,0.9940340577601507
-21.0,0.9940340577601507
-20.0,0.9940340577601507
-19.0,0.9940340577601507
-18.0,0.9940340577601507
-17.0,0.9940340577601507
-16.0,0.9940340577601507
-15.0,0.9940340577601507
-14.0,0.9940340577601507
-13.0,0.9940340577601507
-12.0,0.9940340577601507
-11.0,0.9940340577601507
-10.0,0.9940340577601507
-9.0,0.9729070630031422
-8.0,0.9940340577601507
-7.0,1.0
-6.0,1.0
-5.0,1.0
-4.0,1.0
-3.0,1.0
-1.0,1.0
0.0,1.0
1.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,1.0
14.0,0.9940340577601507
15.0,0.9298907618967442
16.0,0.8647460789570158
17.0,0.7822465579689318
18.0,0.7001945835196449
19.0,0.6356423252188991
20.0,0.5716190943361755
21.0,0.5080654115498184
22.0,0.42982435565317584
23.0,0.3374453249874716
27.0,0.22832629871747778
28.0,0.10853325300865592
29.0,0.0002555230974193557
30.0,0.06956288761570932
