alpha,xsep
-23.0,1.0
-22.0,0.9940340577601507
-21.0,1.0
-20.0,1.0
-19.0,0.9940340577601507
-18.0,0.9940340577601507
-17.0,1.0
-16.0,0.9940340577601507
-15.0,0.9940340577601507
-14.0,0.9940340577601507
-13.0,0.9940340577601507
-12.0,0.9940340577601507
-11.0,0.9940340577601507
-10.0,0.9940340577601507
-9.0,0.9940340577601507
-8.0,0.9940340577601507
-7.0,0.9940340577601507
-6.0,0.9940340577601507
-5.0,0.9940340577601507
-4.0,0.9729070630031422
-3.0,0.9841477056361863
-2.0,1.0
-1.0,1.0
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,1.0
14.0,1.0
15.0,1.0
16.0,1.0
17.0,1.0
18.0,1.0
19.0,0.9600770588612567
20.0,0.8973373310340239
21.0,0.8317949492481688
22.0,0.7657425488505543
23.0,0.7001945835196449
25.0,0.6356423252188991
26.0,0.5716190943361755
28.0,0.4765777054399686
29.0,0.39915078885193256
