alpha,xsep
-26.0,2.8847427116899713e-5
-25.0,0.01838221266940234
-24.0,0.01838221266940234
-22.0,0.022603942705343206
-21.0,0.03361408857757072
-20.0,0.05866556812162746
-19.0,0.13733807803529974
-18.0,0.274966441433567
-17.0,0.3991507888519323
-16.0,0.492299339220067
-15.0,0.5556698504651154
-14.0,0.6195942885526776
-13.0,0.6839945293903021
-12.0,0.7328194447266526
-11.0,0.7987526573775752
-10.0,0.8483068107560269
-9.0,0.9136297808963584
-8.0,0.9600770588612568
-7.0,1.0
-6.0,1.0
-5.0,1.0
-4.0,1.0
-3.0,1.0
-2.0,1.0
-1.0,1.0
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,1.0
14.0,1.0
15.0,1.0
16.0,0.9940340577601507
17.0,0.9841477056361863
18.0,0.9940340577601507
19.0,0.9940340577601507
20.0,0.9940340577601507
21.0,0.9940340577601507
22.0,0.9940340577601507
23.0,0.9940340577601507
24.0,0.9940340577601507
25.0,0.9940340577601507
26.0,0.9940340577601507
29.0,0.9940340577601507
