alpha,xsep
-27.0,2.8847427116901123e-5
-22.0,0.5080654115498181
-21.0,2.8847427116899713e-5
-20.0,2.8847427116901123e-5
-19.0,1.0
-18.0,0.00025552309741935905
-17.0,0.05866556812162746
-16.0,0.09479254815606108
-15.0,0.15217490473994105
-14.0,0.2593732974754248
-13.0,0.38385094316029594
-12.0,0.47657770543996814
-11.0,0.5556698504651154
-10.0,0.6195942885526776
-9.0,0.6839945293903021
-8.0,0.7492553503377615
-7.0,0.8152674707140014
-6.0,0.8810767866131952
-5.0,0.9600770588612568
-4.0,1.0
-3.0,1.0
-2.0,1.0
-1.0,1.0
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,1.0
14.0,1.0
15.0,1.0
16.0,1.0
17.0,0.9729070630031422
18.0,0.9841477056361863
19.0,0.9940340577601507
20.0,0.9940340577601507
21.0,0.9940340577601507
22.0,0.9940340577601507
29.0,0.9940340577601507
30.0,0.9940340577601507
