alpha,xsep
-28.0,0.10853325300865582
-27.0,0.08169966338388479
-26.0,2.8847427116901123e-5
-24.0,2.8847427116901123e-5
-23.0,0.00025552309741935905
-22.0,0.03361408857757072
-21.0,0.06956288761570935
-20.0,0.1671892071732685
-19.0,0.30620797335443567
-18.0,0.3991507888519323
-17.0,0.47657770543996814
-16.0,0.5397527237307269
-15.0,0.6035790172840869
-14.0,0.6678422181010015
-13.0,0.7328194447266526
-12.0,0.8152674707140014
-11.0,0.8810767866131952
-10.0,0.9456071479871535
-9.0,0.9940340577601507
-8.0,1.0
-7.0,1.0
-6.0,1.0
-5.0,1.0
-4.0,1.0
-3.0,1.0
-2.0,1.0
-1.0,1.0
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,0.9940340577601507
14.0,0.9841477056361863
15.0,0.9940340577601507
16.0,0.9940340577601507
17.0,0.9940340577601507
18.0,0.9940340577601507
19.0,0.9940340577601507
20.0,0.9940340577601507
21.0,0.9940340577601507
22.0,0.9940340577601507
23.0,0.9940340577601507
24.0,0.9940340577601507
26.0,0.9940340577601507
27.0,0.9940340577601507
30.0,0.9940340577601507
