alpha,xsep
-30.0,2.8847427116899713e-5
-29.0,2.8847427116899713e-5
-27.0,2.8847427116901123e-5
-26.0,2.8847427116901123e-5
-22.0,2.8847427116901123e-5
-21.0,0.08169966338388479
-20.0,1.0
-19.0,0.04908156629964372
-18.0,0.15217490473994105
-17.0,0.2593732974754248
-16.0,0.38385094316029594
-15.0,0.47657770543996814
-14.0,0.5556698504651154
-13.0,0.6195942885526776
-12.0,0.6839945293903021
-11.0,0.7492553503377615
-10.0,0.8152674707140014
-9.0,0.8810767866131952
-8.0,0.9600770588612568
-7.0,1.0
-6.0,1.0
-5.0,1.0
-4.0,1.0
-3.0,1.0
-2.0,1.0
-1.0,1.0
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,1.0
14.0,0.9729070630031422
15.0,0.9841477056361863
16.0,0.9940340577601507
17.0,0.9940340577601507
18.0,0.9940340577601507
19.0,0.9940340577601507
20.0,0.9940340577601507
21.0,0.9940340577601507
22.0,0.9940340577601507
26.0,0.9940340577601507
27.0,0.9940340577601507
29.0,0.9940340577601507
30.0,0.9940340577601507
