alpha,xsep
-23.0,2.8847427116899713e-5
-22.0,2.8847427116899713e-5
-21.0,1.0
-20.0,2.8847427116901123e-5
-19.0,0.022603942705343206
-18.0,0.05866556812162746
-17.0,0.08169966338388479
-16.0,0.08169966338388479
-15.0,0.1671892071732685
-14.0,0.2905819468041798
-13.0,0.3991507888519323
-12.0,0.47657770543996814
-11.0,0.5716190943361751
-10.0,0.6356423252188985
-9.0,0.7001945835196444
-8.0,0.7657425488505538
-7.0,0.8317949492481685
-6.0,0.8973373310340236
-5.0,0.9600770588612568
-4.0,1.0
-3.0,1.0
-2.0,1.0
-1.0,1.0
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,1.0
14.0,1.0
15.0,1.0
16.0,1.0
17.0,0.9841477056361863
18.0,0.9729070630031422
19.0,0.9940340577601507
20.0,0.9940340577601507
21.0,0.9940340577601507
22.0,0.9940340577601507
23.0,0.9940340577601507
25.0,0.9940340577601507
26.0,0.9940340577601507
28.0,0.9940340577601507
29.0,0.9940340577601507
