alpha,xsep
-29.0,2.8847427116899713e-5
-28.0,2.8847427116899713e-5
-27.0,2.8847427116901123e-5
-26.0,2.8847427116901123e-5
-25.0,2.8847427116901123e-5
-24.0,0.00025552309741935905
-22.0,0.00025552309741935905
-21.0,0.000705969547724714
-20.0,0.000705969547724714
-18.0,0.0013895315362872924
-17.0,0.0013895315362872924
-16.0,0.002327272313780489
-15.0,0.002327272313780489
-14.0,0.002327272313780489
-13.0,0.0035504316377782544
-12.0,0.4298243556531754
-11.0,0.6839945293903021
-10.0,0.8647460789570156
-9.0,0.9600770588612568
-8.0,0.9841477056361863
-7.0,0.9841477056361863
-6.0,0.9940340577601507
-5.0,1.0
-4.0,1.0
-3.0,1.0
-2.0,1.0
-1.0,1.0
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,0.7492553503377615
11.0,0.8317949492481685
12.0,0.9940340577601507
13.0,0.9940340577601507
14.0,0.9940340577601507
15.0,1.0
16.0,1.0
17.0,1.0
19.0,1.0
20.0,1.0
21.0,1.0
22.0,1.0
23.0,1.0
24.0,1.0
25.0,1.0
26.0,1.0
27.0,1.0
28.0,1.0
29.0,1.0
