alpha,xsep
-30.0,2.8847427116899713e-5
-29.0,2.8847427116899713e-5
-27.0,2.8847427116899713e-5
-26.0,2.8847427116901123e-5
-24.0,2.8847427116901123e-5
-22.0,0.00025552309741935905
-20.0,0.00025552309741935905
-19.0,0.00025552309741935905
-18.0,0.000705969547724714
-17.0,0.10853325300865582
-16.0,0.274966441433567
-15.0,0.38385094316029594
-14.0,0.46090710049752553
-13.0,0.5556698504651154
-12.0,0.6195942885526776
-11.0,0.6839945293903021
-10.0,0.7492553503377615
-9.0,0.8152674707140014
-8.0,0.8973373310340236
-7.0,0.9729070630031422
-6.0,1.0
-5.0,1.0
-4.0,1.0
-3.0,1.0
-2.0,1.0
-1.0,1.0
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,0.9729070630031422
14.0,0.9600770588612568
15.0,0.9940340577601507
16.0,0.9940340577601507
17.0,0.9940340577601507
18.0,0.9940340577601507
19.0,0.9940340577601507
20.0,0.9940340577601507
22.0,0.9940340577601507
23.0,0.9940340577601507
24.0,0.9940340577601507
26.0,0.9940340577601507
27.0,1.0
29.0,0.9940340577601507
30.0,0.9940340577601507
