alpha,xsep
-27.0,2.8847427116899713e-5
-26.0,1.0
-25.0,0.5556698504651154
-24.0,0.00025552309741935905
-23.0,0.00025552309741935905
-22.0,0.04908156629964372
-21.0,0.09479254815606108
-20.0,0.22832629871747762
-19.0,0.3530066184812128
-18.0,0.4453117161187958
-17.0,0.5080654115498181
-16.0,0.5716190943361751
-15.0,0.6356423252188985
-14.0,0.6839945293903021
-13.0,0.7492553503377615
-12.0,0.8152674707140014
-11.0,0.8973373310340236
-10.0,0.9456071479871535
-9.0,0.9940340577601507
-8.0,1.0
-7.0,1.0
-6.0,1.0
-5.0,1.0
-4.0,1.0
-3.0,1.0
-2.0,1.0
-1.0,1.0
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,0.9940340577601507
14.0,0.9841477056361863
15.0,0.9841477056361863
16.0,0.9940340577601507
17.0,0.9940340577601507
18.0,0.9940340577601507
19.0,0.9940340577601507
20.0,0.9940340577601507
21.0,0.9940340577601507
22.0,0.9940340577601507
23.0,0.9940340577601507
24.0,0.9940340577601507
25.0,0.9940340577601507
26.0,0.9940340577601507
27.0,0.9940340577601507
