alpha,xsep
-30.0,2.8847427116899713e-5
-29.0,2.8847427116899713e-5
-28.0,2.8847427116901123e-5
-27.0,0.00025552309741935905
-24.0,0.04074065485637621
-23.0,0.05866556812162746
-22.0,0.12275524879909515
-21.0,0.2593732974754248
-20.0,0.38385094316029594
-19.0,0.46090710049752553
-18.0,0.5238822635876058
-17.0,0.5875894336694915
-16.0,0.6517255189393956
-15.0,0.7001945835196444
-14.0,0.7657425488505538
-13.0,0.8152674707140014
-12.0,0.8973373310340236
-11.0,0.9600770588612568
-10.0,1.0
-9.0,1.0
-8.0,1.0
-7.0,1.0
-6.0,1.0
-4.0,1.0
-3.0,1.0
-2.0,1.0
-1.0,1.0
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,1.0
14.0,1.0
15.0,0.9841477056361863
16.0,0.9841477056361863
17.0,0.9940340577601507
18.0,0.9940340577601507
19.0,0.9940340577601507
20.0,0.9940340577601507
21.0,0.9940340577601507
22.0,0.9940340577601507
23.0,0.9940340577601507
24.0,0.9940340577601507
25.0,0.9940340577601507
30.0,0.9940340577601507
