alpha,xsep
-30.0,2.8847427116899713e-5
-27.0,0.000705969547724714
-23.0,0.12275524879909515
-22.0,2.8847427116901123e-5
-21.0,2.8847427116901123e-5
-20.0,0.00025552309741935905
-19.0,1.0
-18.0,0.06956288761570935
-17.0,0.1671892071732685
-16.0,0.2593732974754248
-15.0,0.36847980441894673
-14.0,0.47657770543996814
-13.0,0.5716190943361751
-12.0,0.6356423252188985
-11.0,0.7001945835196444
-10.0,0.7657425488505538
-9.0,0.8317949492481685
-7.0,0.8973373310340236
-6.0,0.9600770588612568
-5.0,1.0
-4.0,1.0
-3.0,1.0
-2.0,1.0
-1.0,1.0
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,1.0
14.0,1.0
15.0,1.0
16.0,1.0
17.0,0.9841477056361863
18.0,0.9841477056361863
19.0,0.9940340577601507
20.0,0.9940340577601507
21.0,0.9940340577601507
22.0,0.9940340577601507
23.0,0.9940340577601507
26.0,0.9940340577601507
27.0,0.9940340577601507
29.0,0.9940340577601507
