alpha,cm
-28.0,0.08193732541768742
-26.0,0.06631104100868102
-25.0,0.0735114353501981
-23.0,0.014882469266883986
-22.0,-0.007315801173800484
-21.0,-0.024282038669065094
-20.0,-0.03469843302475736
-19.0,-0.04049975187678083
-18.0,-0.04333839125015545
-17.0,-0.043606954275080496
-16.0,-0.04153211007982213
-15.0,-0.03852138617806521
-14.0,-0.0343728801309493
-13.0,-0.028882361396643894
-12.0,-0.021844107107599833
-11.0,-0.009684371151333318
-10.0,-0.011184814301628156
-9.0,-0.024350768791590708
-8.0,-0.022245938053094435
-7.0,-0.017161797953237922
-6.0,-0.013461030887420452
-5.0,-0.010276677589900151
-4.0,-0.005632806930389939
-3.0,-0.0012738611490621847
-2.0,-0.0005871707260292635
0.0,7.553749826363205e-15
2.0,0.0005871447546988572
3.0,0.0012737924366583268
4.0,0.005632517459526312
5.0,0.010275716154444408
6.0,0.013459069994091346
7.0,0.01715799555263249
8.0,0.02223898404854867
9.0,0.02432605301388532
10.0,0.01113465280122504
11.0,0.009648260439459318
12.0,0.021767328235811435
13.0,0.02876127652434043
14.0,0.034210205004647755
15.0,0.0383129970166862
16.0,0.04128006893949799
17.0,0.04332154482489782
18.0,0.04300969742353574
19.0,0.040146572790536794
20.0,0.034337519942006026
21.0,0.023906398877792542
22.0,0.006937387395198251
23.0,-0.015381177359039126
25.0,-0.07302886422737392
29.0,-0.11177206678143445
