alpha,cm
-30.0,0.12157580218543922
-29.0,0.11209487041728126
-27.0,0.09148529305387827
-25.0,0.039218140794765016
-24.0,0.00861157164907339
-23.0,-0.01735625050954032
-22.0,-0.03118203086208945
-21.0,-0.03824609276887348
-20.0,-0.041614571452917
-19.0,-0.04276482055150286
-18.0,-0.042294644032292876
-17.0,-0.040452042862494896
-16.0,-0.037661398599716685
-15.0,-0.03427781089444871
-14.0,-0.029856736781424146
-13.0,-0.022250752507181306
-12.0,-0.012090215209267813
-11.0,-0.011069985190663024
-10.0,-0.021852188806004272
-9.0,-0.023559056482848856
-8.0,-0.018262530132807396
-7.0,-0.014642809431013315
-6.0,-0.01187542107661497
-5.0,-0.009417988413412381
-4.0,-0.0065579073005355235
-3.0,-0.0020019022635649995
-2.0,-0.00032088457871219683
-1.0,-9.10869387202129e-5
0.0,1.0936957680509119e-14
1.0,9.108554816653777e-5
2.0,0.00032087615958395135
3.0,0.0020018650328611377
4.0,0.006557666610569162
5.0,0.009417347975919798
6.0,0.01187415470906081
7.0,0.014640337055691462
8.0,0.01825798801659487
9.0,0.023549920149567215
10.0,0.02181996353139025
11.0,0.010991644074613779
12.0,0.01203727324264854
13.0,0.022151693022445927
14.0,0.0297026659564343
15.0,0.034079259312612104
16.0,0.03742297159648503
17.0,0.04017153915017143
18.0,0.04197739472800258
19.0,0.0424215712991197
20.0,0.0412393133035415
21.0,0.03784453416003138
22.0,0.030749519710351263
23.0,0.01690562809827099
24.0,-0.009145403095925046
25.0,-0.03986328782787909
27.0,-0.09219645197705767
28.0,-0.10286379083334227
29.0,-0.11292652898742231
30.0,-0.12245717180181072
