alpha,cm
-28.0,0.1019707686688065
-27.0,0.09185726251575206
-26.0,0.08269854761188473
-25.0,0.048323799521078216
-24.0,0.02308397281645927
-23.0,-0.0048753048668127704
-22.0,-0.024345020830749763
-21.0,-0.03457800868892968
-20.0,-0.039915625377290896
-19.0,-0.04262164232148341
-18.0,-0.0432801125637076
-17.0,-0.042293203054814175
-16.0,-0.040206667007826824
-15.0,-0.03610270179260154
-14.0,-0.030810288887435342
-13.0,-0.02465757152128741
-12.0,-0.016358586092576424
-11.0,-0.01086753270707874
-10.0,-0.014222413569533503
-9.0,-0.02693164427630085
-8.0,-0.01975239204132901
-7.0,-0.015582113654413109
-6.0,-0.01253389688248458
-5.0,-0.009832710461725113
-4.0,-0.006318065887879742
-3.0,-0.001346675092176324
-2.0,-0.0004297615181322711
-1.0,-7.144379219073872e-5
0.0,1.4140886246808332e-14
1.0,7.144076554332262e-5
2.0,0.00042974607790356473
3.0,0.001346628672771547
4.0,0.0063178020693161535
5.0,0.00983194350995217
6.0,0.012532318072090192
7.0,0.015579194354088527
8.0,0.019746763295878163
9.0,0.026913399970620498
10.0,0.014184205451853615
11.0,0.01079272136555574
12.0,0.016300324388725244
13.0,0.024548275098593562
14.0,0.030658734032771934
15.0,0.035912550307980504
16.0,0.039954071684190996
17.0,0.04200197413093009
18.0,0.042956892018933844
19.0,0.04226775908399977
20.0,0.03954411172818814
21.0,0.034202720773561325
22.0,0.024019748468954705
23.0,0.004493006922540759
24.0,-0.023602610502818994
25.0,-0.048915608144498045
27.0,-0.09258243946235609
28.0,-0.08253192016510265
29.0,-0.09012590496177789
30.0,-0.09751552457834373
