alpha,cm
-28.0,0.08228270689448411
-27.0,0.07458516497382008
-26.0,0.08286066840011058
-25.0,0.07225890081649
-24.0,0.0339604440143828
-23.0,0.007886356530527595
-22.0,-0.014557957845503228
-21.0,-0.029215150229959352
-20.0,-0.037363776360256534
-19.0,-0.041758549107773095
-18.0,-0.0435620791378895
-17.0,-0.04352323241612897
-16.0,-0.040828481936126204
-15.0,-0.037209638426086065
-14.0,-0.03282546117273068
-13.0,-0.027117284588205125
-12.0,-0.019544290772225657
-11.0,-0.009610382176383471
-10.0,-0.0118504808978171
-9.0,-0.028401674253286695
-8.0,-0.021202919479072484
-5.0,-0.010131799917992679
-4.0,-0.006000726163069411
-3.0,-0.001247600281222428
-2.0,-0.0005055441113093277
-1.0,-0.0001613802251514
0.0,9.169021645623777e-15
1.0,0.00016137528760255335
2.0,0.0005055230047337268
3.0,0.001247539294617926
4.0,0.006000437897193158
5.0,0.01013092462380018
7.0,0.016400207245993188
8.0,0.021196270928497938
9.0,0.028378146172524397
10.0,0.01180543375943888
11.0,0.009530744112662626
12.0,0.01947564890734018
13.0,0.02700135326170121
14.0,0.032666290769654605
15.0,0.037009040322089445
16.0,0.040587226067818
17.0,0.04322865251491105
18.0,0.043241332575225305
19.0,0.04140854868791415
20.0,0.03701011951730924
21.0,0.028848510740435717
22.0,0.014241078253414374
23.0,-0.008343055646908607
24.0,-0.03453418123922233
27.0,-0.07443252706942291
28.0,-0.08208674799336979
29.0,-0.11191484787988598
30.0,-0.12185396304401058
