alpha,cm
-30.0,0.09752948787184804
-28.0,0.08248063369360627
-27.0,0.09197758535666761
-24.0,0.028783168149709114
-23.0,0.003142249917215081
-22.0,-0.019104158126975003
-21.0,-0.03177803301144989
-20.0,-0.0386348956653554
-19.0,-0.04224455188157674
-18.0,-0.04351541964449731
-17.0,-0.04304977091504848
-16.0,-0.04087712749825801
-15.0,-0.03657706268922432
-14.0,-0.03190606597641994
-13.0,-0.02607263934755356
-12.0,-0.018212872562392724
-11.0,-0.010136290524048365
-10.0,-0.012462173900638146
-9.0,-0.0287433919741643
-8.0,-0.020598478931414532
-7.0,-0.016068415281760194
-6.0,-0.012871518041537279
-5.0,-0.009961883865859654
-4.0,-0.006142832151782723
-3.0,-0.0013173442469018104
-2.0,-0.00048017371608559606
-1.0,-0.00014438657896892584
0.0,1.512703570003122e-14
1.0,0.00014438269390049457
2.0,0.00048015390209411835
3.0,0.0013172895378025578
4.0,0.006142550205618028
5.0,0.009961022487200703
6.0,0.012869819228298064
7.0,0.016065207118753585
8.0,0.020592318722864426
9.0,0.028720863995004273
10.0,0.012421136392707102
11.0,0.01005858643424606
12.0,0.0181476101551638
13.0,0.025961060722368756
14.0,0.031748801636591
15.0,0.036380008203541536
16.0,0.040648137871913785
17.0,0.042755562128055834
18.0,0.043194827667737086
19.0,0.041892970645083315
20.0,0.038277459371253916
21.0,0.03142758253720711
22.0,0.018797053455074323
23.0,-0.003545181629307009
24.0,-0.029327906474273763
26.0,-0.08355575966557562
27.0,-0.09299019961708875
28.0,-0.10219854088280902
30.0,-0.12215298086340277
