alpha,cm
-30.0,0.09014542747919653
-29.0,0.08277730394763362
-28.0,0.07510329761897365
-27.0,0.06796687378792575
-25.0,0.05299960958390773
-23.0,0.03803190563583313
-21.0,0.023276317041475612
-20.0,0.013095905484848949
-19.0,0.008689260363916351
-18.0,-0.0012016450795114958
-17.0,-0.006125928988397708
-16.0,-0.05072650945929653
-15.0,-0.05473696024967657
-14.0,-0.052670822817371746
-13.0,-0.048176907632889884
-12.0,-0.04278167010448378
-11.0,-0.03691672355033526
-10.0,-0.029178425882178192
-9.0,-0.015616703200879494
-8.0,-0.008331089300508838
-7.0,-0.014822214000628818
-6.0,-0.019159648972147097
-5.0,-0.009224616277422396
-4.0,-0.005759374233814313
-3.0,-0.003338075327703015
-2.0,-0.0013885786280463368
-1.0,-0.000604266924548552
0.0,1.0814084010685976e-14
1.0,0.0006042538327817571
2.0,0.0013885203276699906
3.0,0.003337905416774793
4.0,0.005758957334869152
5.0,0.009223621398116418
6.0,0.019154112849303826
7.0,0.014799831052796494
8.0,0.008290168289574672
9.0,0.015593735703294455
10.0,0.029127263842967127
11.0,0.036839873108525184
12.0,0.042682307425808946
13.0,0.04805105929288997
14.0,0.05251001411890561
15.0,0.05453164674446938
16.0,0.05046285843057657
17.0,-3.278258095946207e-5
18.0,-0.009266630806276332
19.0,-0.01606752397492796
20.0,-0.025502649352332478
21.0,-0.03214488272503923
22.0,-0.0419936458175841
23.0,-0.03797777518018337
25.0,-0.05290056676684078
27.0,-0.06781724534467184
28.0,-0.07493224612672855
29.0,-0.08257304991673586
30.0,-0.08991355778352403
