alpha,cm
-29.0,0.08760346907954664
-28.0,0.0800298682437038
-26.0,0.06455298490474252
-25.0,0.05691188575053039
-24.0,0.04828658365886808
-23.0,0.041079020044736646
-21.0,-0.006273538062409445
-20.0,-0.02403055285571698
-19.0,-0.035462753035591474
-18.0,-0.04215969777470993
-17.0,-0.045465813530778026
-16.0,-0.046436197022955476
-15.0,-0.04393353001649084
-14.0,-0.04059644885774376
-13.0,-0.03618110296974302
-12.0,-0.03010182246253218
-11.0,-0.021501816395575135
-10.0,-0.007665443595379788
-9.0,-0.011881029243403804
-8.0,-0.023943513707711542
-7.0,-0.021126114032498384
-5.0,-0.01071906718954684
-4.0,-0.0034799815611593547
-3.0,-0.0018042687080379724
-2.0,-0.000913745379070822
-1.0,-0.000296042217013485
0.0,9.944833415694975e-15
1.0,0.0002960311065565889
2.0,0.0009136969333619512
3.0,0.001804143173299584
4.0,0.0034796891595970858
5.0,0.010717866809999518
7.0,0.021120593589693717
8.0,0.02392719452677492
9.0,0.011842715018649908
10.0,0.007600064843096814
11.0,0.02144467421162987
12.0,0.030005911361961006
13.0,0.03604332533609461
14.0,0.04041681297782598
15.0,0.043716149053040824
16.0,0.04616523512892939
17.0,0.045163000618002616
18.0,0.0418250603999262
19.0,0.03509331816318315
20.0,0.023608998697471444
21.0,0.005789782564477985
25.0,-0.05683791673331373
26.0,-0.0644492724607273
28.0,-0.07985300390182186
29.0,-0.08739163740498221
